t_wall_s,elapsed_s,side,cam,temp_c
1783406399.4,55.6,right,1,38.49
1783406399.4,55.6,right,2,48.08
1783406399.4,55.6,right,3,54.53
1783406399.4,55.6,right,4,51.36
1783406399.4,55.6,right,5,49.45
1783406399.4,55.6,right,6,48.21
1783406399.4,55.6,right,7,45.04
1783406404.5,60.6,left,imu,61.45
1783406404.5,60.6,left,0,57.89
1783406404.5,60.6,left,1,61.54
1783406404.5,60.6,left,2,66.26
1783406404.5,60.6,left,3,63.24
1783406404.5,60.6,left,4,62.55
1783406404.5,60.6,left,5,67.40
1783406404.5,60.6,left,6,66.89
1783406404.5,60.6,left,7,63.86
1783406404.5,60.6,right,imu,38.40
1783406404.5,60.6,right,0,31.19
1783406404.5,60.6,right,1,38.19
1783406404.5,60.6,right,2,47.48
1783406404.5,60.6,right,3,53.70
1783406404.5,60.6,right,4,50.76
1783406404.5,60.6,right,5,48.85
1783406404.5,60.6,right,6,47.61
1783406404.5,60.6,right,7,44.51
1783406409.5,65.6,left,imu,60.97
1783406409.5,65.6,left,0,57.59
1783406409.5,65.6,left,1,61.16
1783406409.5,65.6,left,2,65.66
1783406409.5,65.6,left,3,62.26
1783406409.5,65.6,left,4,62.40
1783406409.5,65.6,left,5,66.72
1783406409.5,65.6,left,6,66.14
1783406409.5,65.6,left,7,63.40
1783406409.5,65.6,right,imu,38.11
1783406409.5,65.6,right,0,31.19
1783406409.5,65.6,right,1,37.88
1783406409.5,65.6,right,2,46.88
1783406409.5,65.6,right,3,53.02
1783406409.5,65.6,right,4,50.08
1783406409.5,65.6,right,5,48.25
1783406409.5,65.6,right,6,47.00
1783406409.5,65.6,right,7,44.06
1783406414.6,70.7,left,imu,60.73
1783406414.6,70.7,left,0,57.36
1783406414.6,70.7,left,1,60.78
1783406414.6,70.7,left,2,65.21
1783406414.6,70.7,left,3,61.73
1783406414.6,70.7,left,4,62.25
1783406414.6,70.7,left,5,66.12
1783406414.6,70.7,left,6,65.68
1783406414.6,70.7,left,7,62.95
1783406414.6,70.7,right,imu,37.92
1783406414.6,70.7,right,0,31.04
1783406414.6,70.7,right,1,37.58
1783406414.6,70.7,right,2,46.27
1783406414.6,70.7,right,3,52.34
1783406414.6,70.7,right,4,49.55
1783406414.6,70.7,right,5,47.65
1783406414.6,70.7,right,6,46.55
1783406414.6,70.7,right,7,43.68
1783406419.6,75.7,left,imu,60.30
1783406419.6,75.7,left,0,56.98
1783406419.6,75.7,left,1,60.47
1783406419.6,75.7,left,2,64.68
1783406419.6,75.7,left,3,61.58
1783406419.6,75.7,left,4,61.27
1783406419.6,75.7,left,5,65.67
1783406419.6,75.7,left,6,65.00
1783406419.6,75.7,left,7,62.49
1783406419.6,75.7,right,imu,37.58
1783406419.6,75.7,right,0,30.73
1783406419.6,75.7,right,1,37.36
1783406419.6,75.7,right,2,45.82
1783406419.6,75.7,right,3,51.65
1783406419.6,75.7,right,4,49.02
1783406419.6,75.7,right,5,47.05
1783406419.6,75.7,right,6,45.94
1783406419.6,75.7,right,7,43.30
1783406424.7,80.8,left,imu,60.01
1783406424.7,80.8,left,0,56.68
1783406424.7,80.8,left,1,60.02
1783406424.7,80.8,left,2,64.15
1783406424.7,80.8,left,3,61.20
1783406424.7,80.8,left,4,61.19
1783406424.7,80.8,left,5,65.14
