frame_id,timestamp_s,bfi_l1,bfi_l2,bfi_l3,bfi_l4,bfi_l5,bfi_l6,bfi_l7,bfi_l8,bfi_r1,bfi_r2,bfi_r3,bfi_r4,bfi_r5,bfi_r6,bfi_r7,bfi_r8,bvi_l1,bvi_l2,bvi_l3,bvi_l4,bvi_l5,bvi_l6,bvi_l7,bvi_l8,bvi_r1,bvi_r2,bvi_r3,bvi_r4,bvi_r5,bvi_r6,bvi_r7,bvi_r8,mean_l1,mean_l2,mean_l3,mean_l4,mean_l5,mean_l6,mean_l7,mean_l8,mean_r1,mean_r2,mean_r3,mean_r4,mean_r5,mean_r6,mean_r7,mean_r8,contrast_l1,contrast_l2,contrast_l3,contrast_l4,contrast_l5,contrast_l6,contrast_l7,contrast_l8,contrast_r1,contrast_r2,contrast_r3,contrast_r4,contrast_r5,contrast_r6,contrast_r7,contrast_r8,temp_l1,temp_l2,temp_l3,temp_l4,temp_l5,temp_l6,temp_l7,temp_l8,temp_r1,temp_r2,temp_r3,temp_r4,temp_r5,temp_r6,temp_r7,temp_r8,quality_l1,quality_l2,quality_l3,quality_l4,quality_l5,quality_l6,quality_l7,quality_l8,quality_r1,quality_r2,quality_r3,quality_r4,quality_r5,quality_r6,quality_r7,quality_r8
20,0.475,5.477864787,3.894864885,1.652809116,0.102882679,0.12052673,1.634753279,3.009433023,3.997879297,4.28141692,3.285117182,1.632630955,0.637318475,0.473840058,1.966171877,5.023511813,5.835294299,5.6361115,6.041326786,6.148653306,4.999412695,5.627596537,6.808577352,7.054005421,5.821018365,5.588565149,6.727062799,6.914078843,7.162327335,6.710983052,6.689542666,6.363050068,6.394309484,121.677950941,197.51741286,172.63095045,139.439029932,108.622708677,130.245748865,138.382575227,113.567039761,141.744525632,159.902888755,144.661406683,118.048819566,108.861683234,132.842809403,157.067456563,108.443276988,0.146361791,0.20308967,0.369998092,0.487053779,0.482724918,0.375829187,0.237949324,0.196295798,0.182704042,0.221771689,0.368421857,0.472324655,0.481906141,0.351762863,0.164580167,0.135637694,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
21,0.5,5.259918079,3.696388884,1.635577098,0.252830455,0.300893192,1.840196275,3.210795929,4.161249106,4.472485475,3.52844932,1.792660329,0.740432264,0.625004475,1.996745032,4.853127285,5.709747891,5.681387478,6.07683725,6.170862135,5.026449236,5.639413593,6.830675765,7.074926812,5.850027238,5.625548295,6.753345354,6.935005445,7.17198532,6.74246275,6.720790932,6.405114396,6.432673074,120.415524478,195.745623568,171.635472344,138.685128665,108.329140006,129.343886374,137.399832078,112.778701317,140.556214218,158.618826129,143.680412189,117.647041824,107.819750971,131.588871654,155.250841777,107.289469311,0.153415776,0.209692051,0.37076192,0.479674597,0.473911959,0.366599158,0.231095206,0.190952885,0.176599559,0.213735186,0.361375638,0.467122814,0.474259087,0.350424211,0.170215047,0.139726536,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
22,0.525,4.968541383,3.367373424,1.549366,0.293089229,0.32715557,1.812897281,3.127136702,4.036232088,4.361934642,3.462007895,1.787603985,0.782125808,0.629912113,1.854834125,4.297094057,5.374913619,5.659569575,6.060929156,6.158702924,5.004375563,5.620852856,6.81457485,7.060750451,5.828330639,5.606835311,6.739767605,6.91504783,7.16390961,6.720692468,6.699401855,6.394524499,6.42332668,121.02387133,196.539355515,172.180491065,139.300642682,108.790240525,130.000983843,138.065740053,113.368323079,141.157484103,159.282181716,144.615982637,117.982996016,108.540315657,132.447177558,155.708183289,107.570567639,0.162846368,0.220636877,0.374583318,0.477693395,0.472628743,0.367825632,0.233942852,0.195041493,0.180131567,0.215929539,0.361598272,0.465019475,0.474010821,0.35663781,0.188603926,0.150631544,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
23,0.55,4.823017949,3.087619849,1.383127209,0.132169842,0.149491089,1.636494865,2.957218375,3.86810735,4.17271597,3.235515188,1.639453741,0.651098755,0.49723211,1.598303919,3.85357476,5.11592277,5.650219554,6.047618077,6.141353002,4.984383489,5.608596411,6.805738567,7.052314678,5.822515084,5.600696484,6.739986333,6.914944469,7.168863845,6.708160844,6.692664598,6.390331151,6.415884363,121.284577191,197.203509826,172.958175801,139.858112264,109.094724833,130.361603041,138.461994707,113.526365251,141.354731771,159.271495554,144.620827986,117.776896985,108.95509421,132.717531801,155.889279683,107.794399733,0.167556327,0.229942987,0.381952029,0.485612509,0.481309679,0.375750942,0.239726639,0.200539913,0.186176949,0.223409889,0.368121444,0.471629473,0.480722792,0.367870039,0.203271796,0.159066455,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
24,0.575,4.626961048,2.755258186,1.077548359,-0.063463345,-0.119209557,1.361653096,2.647220628,3.589219858,3.862298291,2.901650999,1.37373329,0.467513639,0.26746876,1.310062952,3.534506043,4.895820864,5.627220696,6.026933093,6.123318838,4.971822574,5.583794647,6.794439114,7.038802941,5.800235102,5.581140094,6.723370324,6.895520024,7.143443241,6.68752926,6.67301935,6.370464421,6.398091133,121.925852509,198.235584059,173.766530703,140.208367491,109.710869907,130.822747142,139.096683199,114.131840895,141.983101265,160.083288641,145.531404537,118.834408794,109.637969687,133.505860898,156.747255961,108.32954164,0.173901834,0.240999126,0.395497136,0.495239947,0.494438769,0.388098882,0.250278537,0.209660763,0.196094539,0.234436384,0.379821325,0.480890899,0.492345982,0.380490731,0.213823892,0.166234816,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
25,0.6,4.838207728,3.085997135,1.434639167,0.247138381,0.217882048,1.688901316,2.979220092,3.884918891,4.08288119,3.110332529,1.640912721,0.669115544,0.534849757,1.579699409,3.724711395,5.027755498,5.648685496,6.051733166,6.149109558,5.002935855,5.62448283,6.809263922,7.058074791,5.827613423,5.606761955,6.742397657,6.915737685,7.161142423,6.711754952,6.689898703,6.389794572,6.416629089,121.327351217,196.998188077,172.610499619,139.340788246,108.700061856,130.217729133,138.191424181,113.387813975,141.159841121,159.153687685,144.583643686,118.098112619,108.83613447,132.828522271,155.912452698,107.772001663,0.1670647,0.229996967,0.379668707,0.479954714,0.477968,0.373396454,0.23897773,0.199990101,0.189047096,0.227544283,0.368057204,0.47072057,0.478819803,0.368684642,0.207533507,0.16193792,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
26,0.625,4.632814084,2.894747896,1.264342069,0.074420112,0.067653294,1.371448332,2.53542086,3.434307712,3.648588271,2.641634507,1.353102656,0.580959653,0.436701262,1.464881873,3.813262038,4.783720722,5.670144276,6.070478025,6.166988255,5.022024669,5.649243216,6.828217194,7.073207519,5.848869872,5.621348306,6.754465225,6.921893056,7.168729863,6.718417053,6.703961158,6.400464084,6.430583663,120.729017771,196.062916118,171.80911331,138.808505631,108.084944723,129.444223575,137.480592653,112.810153632,140.691164717,158.564113585,144.295093039,117.782470742,108.615628599,132.264220752,155.451672872,107.352309587,0.173712397,0.236358947,0.387217306,0.48845447,0.485308388,0.387658807,0.254084048,0.214727073,0.202922399,0.24302392,0.380729708,0.475167822,0.483784906,0.373711952,0.204605,0.169885736,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
27,0.65,4.492170148,2.820046851,1.256351804,0.088054493,0.083091198,1.38076586,2.524403057,3.406162358,3.652028594,2.76597733,1.367609786,0.568761812,0.424886774,1.463068682,3.892542304,4.800151298,5.672150138,6.074276903,6.167995778,5.021702729,5.628792543,6.834015612,7.078539799,5.849708477,5.624547729,6.755135569,6.927692328,7.166783993,6.717909975,6.707266322,6.398773672,6.428942362,120.6730885,195.873371699,171.763952588,138.817482782,108.592996536,129.207583252,137.230118792,112.787363895,140.588363557,158.531363215,144.023235508,117.863420051,108.632412157,132.131590377,155.524676005,107.401672686,0.178264427,0.238843906,0.387571483,0.487783499,0.48455407,0.387240194,0.254459079,0.21564755,0.202812483,0.238917264,0.380090948,0.475783173,0.484382573,0.373791343,0.201983079,0.169350619,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
28,0.675,4.529994159,2.718194267,1.224220006,0.17992007,0.144838294,1.495975766,2.666675561,3.541936609,3.761127218,2.872595728,1.483633843,0.639939866,0.510892205,1.456021614,3.579142523,4.771687646,5.658585236,6.063345706,6.160067978,5.021279007,5.622882157,6.821136859,7.070578293,5.844301122,5.609956797,6.745763538,6.916364393,7.166925173,6.710006438,6.696420076,6.384612392,6.414689913,121.051317554,196.418782113,172.11930456,138.829298068,108.739827035,129.733180477,137.604095614,112.934312927,141.057187153,158.989243948,144.55426494,117.85754685,108.894007726,132.566831095,156.136253357,107.830323505,0.177040229,0.242232071,0.388995759,0.48326264,0.481537021,0.382064107,0.249616318,0.211207133,0.199326872,0.23539599,0.374982317,0.472192412,0.48003176,0.3740999,0.212347695,0.170277634,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
29,0.7,4.58555732,2.697682798,1.193226003,0.155993529,0.136769505,1.415139688,2.579960232,3.459407587,3.651508634,2.686594867,1.39607845,0.619463047,0.461025452,1.358078558,3.262851535,4.809727474,5.660375483,6.064285177,6.165352527,5.035389274,5.637373501,6.821640283,7.073116942,5.847166127,5.6132398,6.746630019,6.916026021,7.168624123,6.716082134,6.697817141,6.384274498,6.416495534,121.001400246,196.371907371,171.882432412,138.435839916,108.379821597,129.712635124,137.484847338,112.85645422,140.951700446,158.946911058,144.570127135,117.786869572,108.692911035,132.510769323,156.150845846,107.776018391,0.175241892,0.242914393,0.390369601,0.484440105,0.481931273,0.385695866,0.252567989,0.213906196,0.202829096,0.241539019,0.37883745,0.473225418,0.482554402,0.378388358,0.222807927,0.169038738,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
30,0.725,4.573604551,2.716007666,1.221016447,0.155465075,0.130779375,1.471263671,2.636948639,3.519562905,3.678585374,2.648560328,1.400722111,0.651605211,0.4920583,1.376849951,3.293407854,4.800727227,5.661710969,6.059946213,6.162194,5.018877477,5.626704799,6.822166141,7.069906558,5.84919901,5.614094212,6.744204011,6.920388532,7.168805651,6.717201502,6.696017059,6.384749246,6.4157979,120.964162991,196.588399329,172.024008749,138.8962636,108.644861935,129.691174244,137.635649111,112.801209038,140.924247187,159.065436323,144.365621899,117.779317904,108.655861585,132.583003449,156.130343119,107.797000143,0.175628751,0.24230481,0.389137761,0.484466111,0.482223959,0.383174358,0.250628182,0.211938852,0.201964016,0.242795182,0.378632986,0.471603924,0.480984523,0.377566448,0.221797382,0.169331862,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
31,0.75,4.403328425,2.569686673,1.10037404,0.044219748,0.053605755,1.327420559,2.450535128,3.32640762,3.495229642,2.491478942,1.277180046,0.57949483,0.404719025,1.289363822,3.259386775,4.671750195,5.65474639,6.055825604,6.154051736,5.004670544,5.627385542,6.818672709,7.066476581,5.837616442,5.605146881,6.740538087,6.912776516,7.156984254,6.706284798,6.692574293,6.377978057,6.407500702,121.15835579,196.793996511,172.388973759,139.292417265,108.627950368,129.833745346,137.796765826,113.115974233,141.211735333,159.24453898,144.722456995,118.27109485,109.0171886,132.721155544,156.422767639,108.046543296,0.181139846,0.247172234,0.394485363,0.489940681,0.48599477,0.389636862,0.256973442,0.218255881,0.207822081,0.247983091,0.384072641,0.475241718,0.485402812,0.381397047,0.222922512,0.173532434,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
32,0.775,4.39981984,2.626851545,1.159117012,0.052495948,0.005631182,1.318040592,2.438924554,3.314768269,3.530791109,2.570893259,1.293227508,0.535749961,0.407350235,1.334628594,3.395287253,4.640901045,5.663487196,6.062862492,6.165957438,5.027911613,5.636377829,6.826102024,7.075359371,5.849832981,5.6187863,6.749924691,6.924673722,7.173325936,6.717888936,6.703173426,6.388285768,6.419210769,120.914636602,196.442892033,171.855318163,138.644350959,108.404556868,129.530546185,137.3795134,112.783980394,140.773484955,158.785946325,144.16474131,117.591271454,108.63310851,132.295831077,155.977612813,107.694356102,0.181253404,0.245270622,0.391881519,0.489533395,0.488338875,0.39005828,0.25736865,0.218636539,0.206685922,0.245360283,0.383366058,0.477448541,0.485269706,0.379415119,0.218428073,0.174537141,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
33,0.8,4.445351824,2.702812287,1.198710926,0.088988458,0.069903171,1.398116923,2.517584436,3.394662474,3.66218096,2.711004305,1.38714533,0.612016531,0.434558424,1.414066124,3.516763486,4.711343758,5.641546709,6.048604598,6.151370358,5.000914114,5.628964461,6.815353681,7.064019521,5.829912921,5.608101819,6.741924374,6.916676964,7.163911799,6.703959988,6.693700645,6.378220201,6.406910595,121.526401423,197.154287554,172.509162567,139.397163559,108.588725624,129.96919883,137.912181628,113.325323347,141.116789752,159.176810457,144.539612294,117.982904967,109.094136453,132.675957049,156.412310282,108.0642911,0.179779732,0.242743759,0.390126476,0.487737537,0.485198456,0.386460655,0.254691176,0.216023647,0.202488124,0.240732851,0.379230783,0.473601077,0.483893307,0.37593693,0.214410666,0.172242936,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
34,0.825,4.471641246,2.7882112,1.292994256,0.160351799,0.142975303,1.497405239,2.610514449,3.46291458,3.687445584,2.769307115,1.447521798,0.642136281,0.492633352,1.467242122,3.599325223,4.731516226,5.649475951,6.057645823,6.158929588,5.011318651,5.630263103,6.825685857,7.072202604,5.844705553,5.625265876,6.751059246,6.928338508,7.175150661,6.718624776,6.703451058,6.384458344,6.415912946,121.305311019,196.703176973,172.17033119,139.107037927,108.556463716,129.547530431,137.527796634,112.923322184,140.565288641,158.730516385,143.992943972,117.515361844,108.608753262,132.284690199,156.142906189,107.793540064,0.178928858,0.239902931,0.385947268,0.484225627,0.481628049,0.381999884,0.251527965,0.213791502,0.20168094,0.238807291,0.376572359,0.472081609,0.480955432,0.373608608,0.211680221,0.171585951,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
35,0.85,4.277942467,2.560199258,1.083316561,-0.02589465,-0.031489416,1.27565286,2.393142068,3.261715156,3.507237205,2.582245524,1.239905026,0.428706022,0.334257963,1.301123271,3.480236172,4.64326187,5.628167532,6.032765003,6.140696619,4.986881016,5.619371442,6.809765156,7.056020026,5.824189196,5.60361427,6.737146065,6.911074739,7.154463883,6.710956355,6.695141083,6.36762524,6.396002047,121.899451938,197.944601792,172.987597225,139.788469912,108.827042994,130.197273164,138.28794289,113.480869971,141.260979912,159.410259912,144.802232681,118.375943721,108.86256685,132.618154794,156.869870504,108.392372157,0.185198043,0.247487836,0.395241454,0.493391128,0.49015264,0.391962653,0.258927024,0.22037161,0.20743845,0.244985353,0.385713889,0.482848649,0.488967273,0.380882157,0.215618681,0.174460252,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
36,0.875,4.16143791,2.435329482,0.944843428,-0.123032684,-0.132117449,1.154138743,2.260927359,3.130775606,3.37681074,2.452688619,1.121991431,0.352795696,0.222108627,1.181307733,3.399817101,4.558435025,5.608292348,6.014704556,6.120837127,4.956421844,5.591450699,6.791254911,7.04546824,5.800102917,5.582668351,6.720090933,6.899071715,7.148811206,6.692105195,6.678195616,6.346026523,6.379402607,122.453630089,198.845725097,173.877769754,140.637809611,109.520672199,130.95269827,138.783593296,114.135433139,141.933996623,160.243506856,145.364908841,118.611098352,109.486512883,133.298146488,157.802645365,108.891610134,0.188968787,0.251641677,0.401379423,0.498171454,0.495069467,0.397421972,0.263427431,0.22465391,0.211605468,0.249264215,0.390905718,0.486678142,0.494640645,0.386128306,0.218278264,0.177222925,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
37,0.9,4.051013981,2.328888587,0.879535571,-0.181689678,-0.168837686,1.105280609,2.170412762,3.031196181,3.285574673,2.358787543,1.064148011,0.332528224,0.192451635,1.121751947,3.321299407,4.489891644,5.598942875,6.013965692,6.12036723,4.975495336,5.594676131,6.795561518,7.042958862,5.804769727,5.577216215,6.72195934,6.900878393,7.147258905,6.693176618,6.672501767,6.342198511,6.375998779,122.714320691,198.882590589,173.898832176,140.105954243,109.44054347,130.776940515,138.901466602,114.008608978,142.109180083,160.152223771,145.280215617,118.675674981,109.451050347,133.526630615,157.967964172,108.993982267,0.192542728,0.255182475,0.404274263,0.501058063,0.496863669,0.399617043,0.266508424,0.227910596,0.214520386,0.252365475,0.393452609,0.487700587,0.496140923,0.388735968,0.220874966,0.179455271,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
