frame_id,timestamp_s,bfi_l1,bfi_l2,bfi_l3,bfi_l4,bfi_l5,bfi_l6,bfi_l7,bfi_l8,bfi_r1,bfi_r2,bfi_r3,bfi_r4,bfi_r5,bfi_r6,bfi_r7,bfi_r8,bvi_l1,bvi_l2,bvi_l3,bvi_l4,bvi_l5,bvi_l6,bvi_l7,bvi_l8,bvi_r1,bvi_r2,bvi_r3,bvi_r4,bvi_r5,bvi_r6,bvi_r7,bvi_r8,mean_l1,mean_l2,mean_l3,mean_l4,mean_l5,mean_l6,mean_l7,mean_l8,mean_r1,mean_r2,mean_r3,mean_r4,mean_r5,mean_r6,mean_r7,mean_r8,contrast_l1,contrast_l2,contrast_l3,contrast_l4,contrast_l5,contrast_l6,contrast_l7,contrast_l8,contrast_r1,contrast_r2,contrast_r3,contrast_r4,contrast_r5,contrast_r6,contrast_r7,contrast_r8,temp_l1,temp_l2,temp_l3,temp_l4,temp_l5,temp_l6,temp_l7,temp_l8,temp_r1,temp_r2,temp_r3,temp_r4,temp_r5,temp_r6,temp_r7,temp_r8,quality_l1,quality_l2,quality_l3,quality_l4,quality_l5,quality_l6,quality_l7,quality_l8,quality_r1,quality_r2,quality_r3,quality_r4,quality_r5,quality_r6,quality_r7,quality_r8
96,2.375,4.313775868,2.710169159,1.226681224,0.100674386,0.058069986,1.468561713,2.596211865,3.435625024,3.659461549,2.782585842,1.399281587,0.56766287,0.421957693,1.446692751,3.671418789,4.747242051,5.61616274,6.029833719,6.136289838,4.991866174,5.601272585,6.808762418,7.058824168,5.831495488,5.642859134,6.762793887,6.936075085,7.180306364,6.741127873,6.716080699,6.395015382,6.426238124,122.234180586,198.090857775,173.185124676,139.64946113,109.276669136,130.2381961,138.156223613,113.282315869,139.99999685,158.157207792,143.630269717,117.300881594,107.863933454,131.777884985,155.686983744,107.483004239,0.184038272,0.24249903,0.388886663,0.487162453,0.485776642,0.38329575,0.252014806,0.214683991,0.202575007,0.238368736,0.378696414,0.475838612,0.484530748,0.374508366,0.209295976,0.171073787,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
97,2.4,4.203966168,2.550608416,1.08426619,-0.023710903,-0.041404067,1.326453748,2.461307485,3.317238609,3.557839663,2.657569061,1.287444243,0.459203862,0.358209545,1.327835523,3.560361038,4.672454348,5.609065181,6.026162052,6.138133431,4.989590682,5.613795373,6.81073522,7.057155478,5.822280703,5.641950752,6.760729547,6.937101212,7.180638277,6.744789254,6.715143786,6.390672931,6.423536466,122.432081271,198.274055055,173.102488368,139.712912158,108.965568116,130.157683707,138.234607174,113.53273475,140.029184216,158.258063379,143.582167069,117.287073823,107.742747041,131.81548166,155.874519348,107.564258208,0.187592333,0.247806879,0.395199361,0.493283662,0.490637084,0.389680299,0.256606766,0.218555748,0.205821743,0.242497651,0.3836207,0.481310107,0.487755618,0.379712555,0.212968827,0.173509501,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
98,2.425,3.996979011,2.308240025,0.91555257,-0.113850777,-0.159397894,1.167049483,2.245449506,3.095783103,3.322210896,2.433647291,1.109740367,0.349733493,0.220408788,1.177099866,3.353268704,4.509394657,5.599158065,6.018264579,6.132600139,4.97948566,5.606888731,6.805235508,7.054653247,5.816785194,5.628995343,6.75423212,6.93164922,7.175086101,6.737103315,6.709552604,6.377243736,6.415845548,122.708320579,198.668098282,173.350510018,139.99468594,109.137148371,130.382133471,138.352144787,113.682079412,140.445456542,158.575502218,143.83774484,117.518047546,107.997140462,132.039845914,156.454480489,107.795567107,0.194291604,0.255869357,0.402677771,0.497719597,0.496402427,0.396841925,0.263954276,0.225798319,0.213349889,0.249893091,0.391445142,0.486832622,0.494726636,0.386312548,0.219817691,0.17882009,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
99,2.45,3.93132047,2.246997837,0.837287804,-0.181182935,-0.151531274,1.093892861,2.145005103,3.007101689,3.190965938,2.303896096,1.027919276,0.335724651,0.173292676,1.079762573,3.261134414,4.446376097,5.599233246,6.018063345,6.130549336,4.979283012,5.60762414,6.805922138,7.05410201,5.818531159,5.625167333,6.749845359,6.928497868,7.172760968,6.735391155,6.712721638,6.372717558,6.406601639,122.706224316,198.678138823,173.442434256,140.000336674,109.118878773,130.354111312,138.378038113,113.634631472,140.568454943,158.78982216,143.985473491,117.614774443,108.053810494,131.912678184,156.649950663,108.073583161,0.196416685,0.257906602,0.40614694,0.501033126,0.496018053,0.400128666,0.267373266,0.228698592,0.217543057,0.254178369,0.395047789,0.487539335,0.49711013,0.390574482,0.222864715,0.180872502,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
100,2.475,3.968103972,2.271045425,0.876062826,-0.172973145,-0.166029972,1.11844787,2.174052675,3.033549722,3.219217719,2.329378551,1.042589946,0.347941522,0.223846039,1.129771564,3.293050118,4.498898011,5.596399819,6.017527545,6.13460293,4.979229207,5.599867426,6.807053693,7.054549983,5.8171373,5.623553264,6.749218945,6.930122266,7.168785634,6.736098379,6.706409501,6.366829675,6.401408395,122.785228516,198.70487248,173.260737889,140.001837019,109.311577192,130.307931193,138.356995403,113.67251068,140.620316869,158.820426283,143.909325188,117.780150631,108.030402401,132.165973102,156.90422821,108.229773042,0.195226163,0.25710665,0.404428196,0.500629108,0.49672648,0.399025472,0.266384526,0.227833625,0.216640436,0.253336763,0.394401828,0.486923023,0.494552753,0.388384828,0.221809213,0.179161949,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
101,2.5,4.105860575,2.502485683,1.096231659,0.004290002,0.019656473,1.330643306,2.433265949,3.265942699,3.434590696,2.522111812,1.261604366,0.460162479,0.347046666,1.34699572,3.461656105,4.616997018,5.585083548,6.013072982,6.131112834,4.987652831,5.597869583,6.803071216,7.0520523,5.813091546,5.620493627,6.742664051,6.922268728,7.162926819,6.723303056,6.701347628,6.361025177,6.394309045,123.100759206,198.92713226,173.417176287,139.766948203,109.361209205,130.470460792,138.474319393,113.782457148,140.718626548,159.140672739,144.277482305,118.023880702,108.453908982,132.369097121,157.154904683,108.443290194,0.190767583,0.249407701,0.394668979,0.491905691,0.48765358,0.389492072,0.257561262,0.220233351,0.209759446,0.246971383,0.38475845,0.481261747,0.488320322,0.378873622,0.216233152,0.175315656,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
102,2.525,3.999036013,2.370601592,0.993386451,-0.077437725,-0.061255786,1.255583335,2.320628388,3.15690572,3.319435477,2.422001697,1.166993051,0.431341482,0.271461888,1.221656921,3.346888692,4.549760574,5.577876539,6.00860802,6.12689288,4.972282522,5.603718322,6.804639472,7.051134643,5.814263112,5.616079602,6.741612256,6.925779078,7.158066047,6.72214457,6.698564978,6.350518664,6.390123394,123.301711649,199.149910838,173.606329529,140.195542053,109.215910187,130.406458408,138.517424633,113.750618949,140.860454295,159.192059331,144.112924579,118.226091608,108.492253208,132.480759958,157.608645121,108.56917612,0.194225028,0.253794876,0.399227702,0.49592765,0.491607066,0.392864325,0.26139529,0.22379934,0.213438561,0.250277709,0.388924261,0.482715697,0.492143979,0.384361608,0.220028688,0.177505438,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
103,2.55,3.925943661,2.323283968,1.020791135,0.043293102,-0.047142041,1.312453026,2.380592065,3.180402721,3.46454027,2.570390142,1.299643817,0.494729536,0.330696331,1.325055687,3.354946706,4.52189971,5.574907396,6.004646437,6.123263212,4.980129384,5.609436234,6.799982503,7.051563775,5.810472272,5.608808635,6.739692832,6.925688086,7.165090827,6.716582047,6.694160178,6.345413038,6.380185432,123.384500029,199.34757345,173.769024031,139.976736001,109.073861292,130.596514862,138.497266934,113.853637928,141.094078916,159.28583484,144.117190095,117.933856712,108.676364647,132.657516789,157.829139709,108.868066197,0.196590709,0.255368915,0.39801296,0.489986283,0.490917449,0.390309315,0.259354208,0.223030885,0.208802582,0.2453769,0.383083543,0.479517923,0.489147447,0.379834271,0.219762197,0.178412821,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
104,2.575,4.909135639,2.97040314,1.223868415,0.013439422,0.000792262,1.396191912,2.612235801,3.502862237,3.480556619,2.531308101,1.230138302,0.428062565,0.301072591,1.262129555,3.185749407,4.685919323,5.587555531,6.013172663,6.133196526,4.998512292,5.613697845,6.808895403,7.056857724,5.820414235,5.612961638,6.740598041,6.927042969,7.170683282,6.728892913,6.705548711,6.3456447,6.387721041,123.031833087,198.922158669,173.323777859,139.464137224,108.967990985,130.232768825,138.24859361,113.583457443,140.960638108,159.241609861,144.053676069,117.701207388,108.268892834,132.200515076,157.81913503,108.64142832,0.164769073,0.233842246,0.389011344,0.491455432,0.488575312,0.386547141,0.251469373,0.212485038,0.208290872,0.246667658,0.386143926,0.48288111,0.490646043,0.382589505,0.225357814,0.173070968,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
105,2.6,5.626480941,3.937622315,1.813324584,0.214380261,0.327510178,1.730148271,3.051969927,4.009310326,4.000572518,2.940025053,1.574800654,0.654287824,0.473049855,1.914227249,4.823666095,5.836861938,5.60013745,6.01030897,6.123668075,4.982723913,5.599705017,6.801827607,7.046135721,5.807289267,5.602109995,6.731472744,6.920382067,7.158592658,6.72473509,6.701288407,6.350873753,6.38867178,122.681012459,199.065042228,173.750876657,139.904388789,109.315611889,130.521213951,138.752239621,113.940138531,141.309313998,159.687436151,144.365924984,118.204184285,108.406510742,132.371473567,157.593310038,108.612834266,0.141551735,0.201667328,0.362883074,0.481566796,0.472611416,0.371543334,0.236501426,0.195921953,0.191676791,0.233169009,0.370968171,0.471468593,0.481946115,0.35403727,0.171189374,0.135586639,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
106,2.625,5.546207423,3.964864918,1.673514868,0.069981088,0.092824149,1.628330685,3.040531612,4.040603495,4.343204616,3.360303058,1.609502484,0.578690191,0.404485139,1.979645727,5.111425825,5.898296398,5.618237241,6.027249497,6.129205896,4.974048212,5.615785947,6.797912431,7.046843567,5.808915075,5.60790707,6.734955852,6.918065299,7.158744109,6.714481321,6.697955153,6.381739174,6.410337028,122.17633746,198.219797125,173.50265197,140.146306614,108.916116705,130.680996967,138.718989881,113.895955972,141.123047262,159.517265126,144.474530099,118.197883838,108.745895618,132.505231131,156.26033783,107.961239113,0.144149838,0.200761092,0.369080288,0.488672922,0.484078505,0.376117738,0.23689077,0.194898529,0.180729976,0.219288534,0.369440222,0.47528231,0.485414644,0.351172908,0.161672714,0.133585818,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
107,2.65,5.192934887,3.598499579,1.447784906,-0.016173491,0.06053191,1.593858902,2.995834296,3.992422931,4.403136899,3.532100134,1.627613459,0.545148405,0.40088289,1.823763432,4.86828804,5.690653069,5.62810756,6.030394534,6.128430984,4.970778981,5.577842461,6.791036813,7.042472202,5.803082114,5.607173448,6.735406946,6.913856721,7.153768532,6.719422468,6.695552754,6.396594851,6.417996936,121.901124131,198.062875996,173.537386267,140.237467603,109.85873883,130.961599076,138.924326566,114.054471166,141.146619393,159.495226426,144.671819296,118.404870745,108.582350807,132.601635179,155.618771871,107.730862832,0.155583729,0.212948376,0.379086008,0.492912734,0.485656349,0.377666467,0.238412206,0.196474245,0.178815189,0.213614611,0.368642781,0.476974412,0.485596873,0.357998247,0.169713657,0.140348424,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
108,2.675,4.878939552,3.138319992,1.150939888,-0.092045867,-0.064449162,1.445785492,2.848019767,3.818667985,4.248190055,3.45758808,1.52404981,0.421575548,0.256068566,1.643583043,4.394104383,5.382873233,5.637307505,6.038273647,6.132139393,4.964430032,5.602396471,6.795711326,7.049650877,5.811191389,5.625981577,6.751908851,6.920003628,7.160224049,6.725817644,6.704169259,6.413572581,6.433340122,121.644602819,197.669748813,173.371162311,140.414505057,109.24874865,130.770826672,138.587121747,113.834095369,140.542292354,158.689008038,144.383665379,118.13631749,108.370679775,132.255870038,154.885561625,107.26940745,0.165746389,0.228256427,0.392243978,0.496646541,0.491763099,0.384319028,0.24344361,0.202156798,0.183765613,0.216075512,0.373202771,0.483208364,0.492922691,0.365887483,0.185395645,0.150372313,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
109,2.7,4.879702203,3.053299447,1.162880529,-0.056312488,-0.006804552,1.485065057,2.893730246,3.879290357,4.266453089,3.449485407,1.639096814,0.513440079,0.352862257,1.591861576,4.086825849,5.278500799,5.622268325,6.024287931,6.119530148,4.953404598,5.576962681,6.782849023,7.034068605,5.79529437,5.619440042,6.750317989,6.914709178,7.158501556,6.712075867,6.699554561,6.406757581,6.426398557,122.063939051,198.367564013,173.936353151,140.721944122,109.880595018,131.295752511,139.319069761,114.266109099,140.752479476,158.766731301,144.631857896,118.207974197,108.825512649,132.441049721,155.179878235,107.478179118,0.165721705,0.231084669,0.391714697,0.494888041,0.488946503,0.382554297,0.241887688,0.200174179,0.183182124,0.216343118,0.36813716,0.478574021,0.488026125,0.368152119,0.195557821,0.153771553,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
110,2.725,4.902895138,3.061945675,1.175480384,-0.042596258,-0.010142955,1.460362871,2.847411626,3.830527623,4.213032227,3.378939866,1.568312135,0.480696062,0.32310484,1.551506012,4.010938619,5.248665029,5.633147218,6.035559799,6.119104506,4.96566966,5.599842344,6.787430812,7.044133816,5.809623777,5.631576907,6.763627971,6.922639831,7.157229851,6.719229867,6.705713886,6.419600732,6.439808239,121.760603774,197.805155823,173.95543193,140.379938606,109.312200298,131.108764287,138.846275342,113.876696437,140.362507906,158.116457737,144.260085814,118.260877851,108.58872565,132.193886875,154.625226339,107.074874981,0.164971051,0.230797048,0.391156195,0.494213042,0.489109622,0.383664103,0.24346431,0.201768935,0.184888877,0.218673018,0.371253865,0.480225877,0.489531483,0.369919096,0.198067529,0.154743256,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
111,2.75,4.893736648,3.055039405,1.170312098,-0.026439505,0.032759273,1.464215373,2.867802925,3.835910301,4.210035498,3.382936457,1.621831498,0.473428791,0.370311055,1.547767356,3.937728694,5.21127714,5.647193017,6.04226151,6.136822525,4.972105806,5.602928964,6.795057539,7.050779753,5.818285554,5.637051056,6.774328197,6.930248888,7.16380421,6.731001351,6.714802663,6.429598226,6.451525409,121.368965885,197.470774978,173.16124777,140.200469713,109.235520055,130.797508485,138.534094938,113.641305991,140.186617146,157.593686615,143.903389416,117.987380749,108.19910662,131.829170317,154.19346873,106.722474164,0.165267471,0.231026788,0.391385285,0.493417941,0.487013359,0.38349102,0.242770218,0.201592898,0.18498462,0.218541023,0.368897366,0.480592494,0.487143431,0.370082793,0.200488695,0.155960918,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
112,2.775,4.696559869,2.861584883,1.10415163,-0.081102555,-0.100772465,1.335397574,2.658091679,3.615597972,3.961238809,3.115380648,1.436649125,0.446453394,0.272770927,1.328027273,3.62664921,4.92811238,5.649562796,6.04444444,6.133096179,4.973087328,5.593154557,6.799009701,7.052970822,5.822027598,5.642410281,6.777799437,6.92685927,7.163027675,6.7191783,6.71057506,6.430758419,6.452266107,121.302889519,197.361858,173.328275768,140.173100428,109.478343596,130.636216062,138.431173567,113.539613056,140.014419013,157.424095425,144.0622875,118.019685038,108.590432414,131.998816553,154.143363953,106.700197249,0.171649224,0.237462127,0.394317918,0.496108002,0.493537907,0.389278475,0.249908502,0.208798082,0.19293347,0.227377559,0.377051092,0.481953337,0.492077758,0.379704159,0.210776575,0.165183134,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
113,2.8,4.702806418,2.950464026,1.208639505,-0.055566057,-0.061977648,1.305274849,2.566506817,3.520213259,3.767221043,2.91720742,1.372488436,0.454462937,0.326917422,1.483986174,4.023912841,4.871634448,5.638316025,6.033166445,6.126695499,4.962678056,5.582837186,6.793044126,7.045137303,5.813224943,5.631611826,6.769378111,6.921830429,7.159518901,6.713419387,6.703154112,6.418793391,6.436660561,121.616482343,197.924571881,173.615176812,140.463358096,109.734655906,130.879678278,138.799138426,113.778831985,140.36138592,157.835528404,144.298028846,118.165652048,108.781044097,132.296606099,154.660092672,107.169543258,0.17144705,0.234505528,0.389686382,0.494851308,0.491642338,0.390631812,0.253025925,0.211917583,0.199132179,0.233922604,0.379876137,0.481549275,0.489338613,0.372875466,0.197638452,0.167022529,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
114,2.825,4.634908417,2.941796014,1.248223311,-0.025743463,-0.03008429,1.400822905,2.660033726,3.585934473,3.907767264,3.190966862,1.497581336,0.512263196,0.364666974,1.554251745,4.066110943,4.874884038,5.630088951,6.029374285,6.126703551,4.949962826,5.589096835,6.79603091,7.044469123,5.814508244,5.62580922,6.762346615,6.918709023,7.151418249,6.710934572,6.699610961,6.411021593,6.434759498,121.845877168,198.113781124,173.614815894,140.817916302,109.579148759,130.757784048,138.830524916,113.743957287,140.547830365,158.179059773,144.444353688,118.502643837,108.86328786,132.438786515,154.995730082,107.226718857,0.173644612,0.234793873,0.387931787,0.493383688,0.490083983,0.386339082,0.249842397,0.209768209,0.194641843,0.224881181,0.374368198,0.478633392,0.487428952,0.369798873,0.196242895,0.166916695,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
115,2.85,4.67460214,2.837573085,1.255913011,0.122657906,0.136087684,1.522705264,2.790316753,3.685433614,3.962153667,3.19668012,1.591421535,0.629829863,0.531918288,1.561596254,3.784546123,4.884895374,5.634686018,6.034216617,6.133129867,4.946430932,5.606808502,6.798724567,7.05009311,5.819199198,5.633688216,6.766404394,6.923423076,7.16548545,6.720902121,6.702465147,6.416095892,6.438302278,121.717697531,197.872173716,173.326765767,140.91640151,109.139141489,130.647852709,138.566348662,113.616476998,140.294669098,157.980812576,144.223368959,117.917440192,108.533376471,132.324253063,154.77658844,107.12016765,0.172359899,0.238260889,0.387590933,0.486080607,0.481964588,0.380863219,0.245407741,0.206514149,0.192904242,0.22469249,0.37023634,0.472702438,0.478968099,0.369477292,0.20555468,0.166590642,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
116,2.875,4.577742605,2.646697537,1.09390172,0.027878395,0.060482004,1.368796257,2.58747938,3.497368992,3.712332622,2.836481465,1.405939389,0.576883606,0.423135808,1.373111992,3.450185882,4.772823743,5.630281998,6.031080745,6.128483027,4.97271013,5.598842956,6.792978838,7.049293045,5.813682354,5.633488371,6.761968287,6.921550943,7.165912362,6.715223423,6.705084338,6.413916482,6.434627527,121.840494456,198.028637597,173.535053531,140.183618407,109.337027897,130.882342757,138.60393022,113.766401494,140.30109035,158.197543407,144.311130569,117.899680394,108.721333125,132.219149543,154.870709737,107.230687976,0.17549482,0.244610438,0.394772256,0.490744866,0.485658787,0.387777958,0.252312048,0.212664691,0.200885819,0.236588731,0.378403265,0.475373448,0.48447115,0.377730116,0.21661249,0.170240633,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
117,2.9,4.528503294,2.631325544,1.06993901,0.009034914,0.022092341,1.31232223,2.532369071,3.46236426,3.64333073,2.713698149,1.327374854,0.526191519,0.364000677,1.336665659,3.419708558,4.729709494,5.62560764,6.030253193,6.12967778,4.97398277,5.585925003,6.79426593,7.047029248,5.812754527,5.62718713,6.760722228,6.91859424,7.153746546,6.720969034,6.696721889,6.410150654,6.435172895,121.970829223,198.069928139,173.481500474,140.148131446,109.65794592,130.829814982,138.710267882,113.791615907,140.503556524,158.258420967,144.449734464,118.405785343,108.531161726,132.554719851,155.033342997,107.214285694,0.177088482,0.245121793,0.395834428,0.491672186,0.48753456,0.390315192,0.254187927,0.2138095,0.203090373,0.240643882,0.381862524,0.477930742,0.487462658,0.379325926,0.217620423,0.171644794,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
118,2.925,4.549997748,2.722741508,1.150279382,0.038724823,0.074710682,1.368096216,2.583030572,3.47744375,3.729819847,2.832792196,1.412875101,0.557698286,0.377940461,1.393792721,3.545860345,4.740840186,5.619371991,6.025109314,6.120144563,4.961421855,5.583798174,6.789513246,7.043015207,5.806826114,5.61567159,6.749419427,6.910071473,7.144581829,6.713806803,6.694575779,6.398415285,6.425383079,122.144697315,198.326581229,173.908812896,140.498386674,109.710782279,131.023777686,138.898819899,113.952725096,140.873564202,158.810631534,144.849263651,118.787042879,108.768221163,132.640839475,155.540153503,107.508720204,0.1763928,0.242080806,0.392273256,0.490211095,0.484963554,0.387809409,0.252463479,0.213316334,0.200327117,0.236710576,0.378097881,0.476341301,0.486757477,0.376824605,0.213448388,0.171282285,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
119,2.95,4.535400635,2.742589715,1.215705729,0.077907963,0.057253334,1.434566442,2.598615579,3.50132126,3.762477041,2.894788313,1.443704343,0.582563743,0.416114462,1.387333871,3.564251844,4.746003524,5.611427843,6.015427694,6.11694042,4.956243943,5.587564728,6.78705623,7.039075881,5.794727541,5.609442533,6.741983787,6.909094467,7.146610892,6.714329162,6.687141902,6.390136117,6.41539692,122.366203347,198.809644231,174.052433911,140.642770319,109.617210556,131.124051425,139.083862395,114.281513117,141.07371104,159.173907775,144.895063591,118.702632691,108.750931845,132.93914782,155.897702535,107.809059866,0.176865245,0.241420547,0.389373164,0.488282827,0.485816545,0.384823071,0.251932987,0.212535434,0.199283746,0.234663037,0.376740445,0.475086899,0.484826344,0.377107408,0.212840152,0.171114124,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
120,2.975,4.447000864,2.654833849,1.129003228,0.008387847,-0.02021937,1.3281807,2.495402229,3.383602881,3.689658888,2.847105488,1.393506143,0.561609753,0.388747636,1.342979635,3.570107249,4.686926922,5.615619948,6.02081683,6.121214605,4.943919424,5.580495934,6.790583655,7.042648823,5.808152957,5.615567282,6.750051145,6.915463366,7.153509862,6.718443256,6.692578751,6.397299258,6.425431217,122.249315213,198.540754108,173.860849848,140.986433749,109.792819131,130.980092986,138.916030135,113.916667106,140.87691574,158.779768245,144.596503179,118.415631561,108.614761301,132.720976673,155.588350932,107.507272452,0.17972636,0.24433978,0.393216344,0.491704029,0.489601969,0.389602711,0.255446228,0.216385344,0.201610226,0.236237853,0.378950711,0.476143977,0.486210767,0.379049467,0.212646505,0.173038153,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
121,3.0,4.420060366,2.691605016,1.180873138,0.090296285,0.069958867,1.384724151,2.531237973,3.403746786,3.707919561,2.879428871,1.454809626,0.576972883,0.449607554,1.438674648,3.627438075,4.703083442,5.605949242,6.012057559,6.111722919,4.935007327,5.573760044,6.786232526,7.037042413,5.803390748,5.607553586,6.741238793,6.90999575,7.150464347,6.713602676,6.687957209,6.387784874,6.416563759,122.518962725,198.977796603,174.286300698,141.234943371,109.960157443,131.157667751,139.179380736,114.046083789,141.134405107,159.210305228,144.852813372,118.542326719,108.774977476,132.906431014,155.99924469,107.773966484,0.180598306,0.243116573,0.390917155,0.487673177,0.485195734,0.387062358,0.254226428,0.21572655,0.201026813,0.235170312,0.37625147,0.475368944,0.483132007,0.374859441,0.210750486,0.172511961,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
122,3.025,4.428078496,2.714765123,1.206652455,0.089475199,0.073003746,1.373670785,2.553641109,3.429528798,3.711914178,2.864612419,1.444316343,0.591769068,0.481202945,1.436482405,3.701266774,4.739706248,5.603924097,6.011279551,6.113803443,4.94573472,5.566661768,6.784402893,7.038954119,5.801450002,5.607566492,6.738729708,6.909835101,7.155991512,6.71248107,6.686620272,6.381470178,6.41005344,122.575429694,199.016615221,174.193044272,140.935815053,110.13649844,131.232337242,139.089581924,114.098825058,141.133990422,159.332889331,144.860344269,118.31239346,108.812100999,132.960079935,156.271954854,107.969768182,0.180338794,0.242346143,0.38977446,0.487713584,0.485046957,0.387558958,0.253463856,0.214883364,0.200899188,0.235659653,0.376713498,0.474622513,0.48153367,0.374955429,0.208308857,0.171319216,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
123,3.05,4.245785735,2.514461456,1.018331187,-0.048803493,-0.057472108,1.203017626,2.320186546,3.195415777,3.515911697,2.672584914,1.262307849,0.445025131,0.303428677,1.266407391,3.557985833,4.625370044,5.59550111,6.006824376,6.109695146,4.94548939,5.585055828,6.781392524,7.037367289,5.797627719,5.598472894,6.735557876,6.904937762,7.145525781,6.692850801,6.680844288,6.375350516,6.406056015,122.810287166,199.238905518,174.377192631,140.942655973,109.679538656,131.355193989,139.164120269,114.202698528,141.426178275,159.487852584,145.089921064,118.747773921,109.461834386,133.19185996,156.536242167,108.089993098,0.186238816,0.249009322,0.398122,0.494518511,0.491422191,0.395225968,0.26141033,0.222539892,0.207161307,0.242001724,0.384727475,0.48202539,0.490526854,0.382402199,0.213047379,0.17504296,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
124,3.075,4.446629829,2.774918514,1.260348303,0.148551082,0.123591503,1.457746517,2.604650261,3.474569285,3.754300423,2.887652111,1.475104195,0.639505268,0.485218344,1.499801626,3.767973492,4.815436166,5.583077214,5.99556106,6.102555076,4.936216133,5.557889339,6.775643803,7.031071567,5.787014836,5.586382737,6.724394995,6.898858204,7.138336242,6.695988014,6.676653189,6.36183087,6.391751818,123.156701645,199.800886977,174.697235766,141.201236396,110.354430068,131.589806106,139.459850021,114.491111794,141.814649088,160.033227214,145.374917781,119.046862878,109.357997217,133.360041352,157.120109558,108.520200313,0.179738369,0.240345118,0.387394334,0.48480636,0.482575169,0.383781649,0.251727574,0.213410342,0.199544982,0.234898724,0.375357885,0.472214337,0.48133054,0.372182983,0.206102762,0.168852815,,,,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
