t_wall_s,elapsed_s,side,cam,temp_c
1783375613.5,172.3,right,5,38.34
1783375613.5,172.3,right,6,38.66
1783375613.5,172.3,right,7,33.17
1783375618.6,177.3,left,imu,35.86
1783375618.6,177.3,left,0,28.51
1783375618.6,177.3,left,1,31.40
1783375618.6,177.3,left,2,34.93
1783375618.6,177.3,left,3,39.29
1783375618.6,177.3,left,4,39.69
1783375618.6,177.3,left,5,39.47
1783375618.6,177.3,left,6,40.86
1783375618.6,177.3,left,7,34.02
1783375618.6,177.3,right,imu,35.52
1783375618.6,177.3,right,0,28.87
1783375618.6,177.3,right,1,30.01
1783375618.6,177.3,right,2,34.33
1783375618.6,177.3,right,3,38.53
1783375618.6,177.3,right,4,38.06
1783375618.6,177.3,right,5,38.18
1783375618.6,177.3,right,6,38.51
1783375618.6,177.3,right,7,33.02
1783375623.7,182.4,left,imu,35.66
1783375623.7,182.4,left,0,28.51
1783375623.7,182.4,left,1,31.32
1783375623.7,182.4,left,2,34.78
1783375623.7,182.4,left,3,39.14
1783375623.7,182.4,left,4,39.62
1783375623.7,182.4,left,5,39.32
1783375623.7,182.4,left,6,40.64
1783375623.7,182.4,left,7,33.95
1783375623.7,182.4,right,imu,35.62
1783375623.7,182.4,right,0,28.87
1783375623.7,182.4,right,1,29.93
1783375623.7,182.4,right,2,34.25
1783375623.7,182.4,right,3,38.38
1783375623.7,182.4,right,4,37.91
1783375623.7,182.4,right,5,38.03
1783375623.7,182.4,right,6,38.36
1783375623.7,182.4,right,7,32.94
1783375628.7,187.5,left,imu,35.76
1783375628.7,187.5,left,0,28.36
1783375628.7,187.5,left,1,31.32
1783375628.7,187.5,left,2,34.70
1783375628.7,187.5,left,3,38.99
1783375628.7,187.5,left,4,39.39
1783375628.7,187.5,left,5,39.16
1783375628.7,187.5,left,6,40.56
1783375628.7,187.5,left,7,33.95
1783375628.7,187.5,right,imu,35.23
1783375628.7,187.5,right,0,28.87
1783375628.7,187.5,right,1,29.86
1783375628.7,187.5,right,2,34.18
