t_wall_s,elapsed_s,side,cam,temp_c
1783384492.3,2900.2,left,0,36.73
1783384492.3,2900.2,left,1,41.21
1783384492.3,2900.2,left,2,43.03
1783384492.3,2900.2,left,3,44.88
1783384492.3,2900.2,left,4,45.08
1783384492.3,2900.2,left,5,44.23
1783384492.3,2900.2,left,6,46.73
1783384492.3,2900.2,left,7,43.18
1783384492.3,2900.2,right,imu,30.92
1783384492.3,2900.2,right,0,38.18
1783384492.3,2900.2,right,1,40.54
1783384492.3,2900.2,right,2,43.38
1783384492.3,2900.2,right,3,44.41
1783384492.3,2900.2,right,4,43.25
1783384492.3,2900.2,right,5,42.88
1783384492.3,2900.2,right,6,44.74
1783384492.3,2900.2,right,7,41.38
1783384693.6,3101.5,left,imu,31.97
1783384693.6,3101.5,left,0,36.66
1783384693.6,3101.5,left,1,41.13
1783384693.6,3101.5,left,2,42.65
1783384693.6,3101.5,left,3,44.58
1783384693.6,3101.5,left,4,45.00
1783384693.6,3101.5,left,5,44.23
1783384693.6,3101.5,left,6,46.80
1783384693.6,3101.5,left,7,43.03
1783384693.6,3101.5,right,imu,30.87
1783384693.6,3101.5,right,0,38.34
1783384693.6,3101.5,right,1,41.00
1783384693.6,3101.5,right,2,43.68
1783384693.6,3101.5,right,3,44.41
1783384693.6,3101.5,right,4,42.88
1783384693.6,3101.5,right,5,43.11
1783384693.6,3101.5,right,6,44.74
1783384693.6,3101.5,right,7,41.22
1783384895.0,3302.9,left,imu,31.97
1783384895.0,3302.9,left,0,36.43
1783384895.0,3302.9,left,1,41.36
1783384895.0,3302.9,left,2,43.33
1783384895.0,3302.9,left,3,44.81
1783384895.0,3302.9,left,4,44.70
1783384895.0,3302.9,left,5,44.07
1783384895.0,3302.9,left,6,46.65
1783384895.0,3302.9,left,7,43.18
1783384895.0,3302.9,right,imu,30.73
1783384895.0,3302.9,right,0,38.34
1783384895.0,3302.9,right,1,40.77
1783384895.0,3302.9,right,2,43.07
1783384895.0,3302.9,right,3,44.64
1783384895.0,3302.9,right,4,42.80
1783384895.0,3302.9,right,5,42.96
1783384895.0,3302.9,right,6,44.82
1783384895.0,3302.9,right,7,41.98
1783385096.3,3504.2,left,imu,31.83
1783385096.3,3504.2,left,0,36.58
1783385096.3,3504.2,left,1,41.21
1783385096.3,3504.2,left,2,42.95
1783385096.3,3504.2,left,3,44.73
1783385096.3,3504.2,left,4,44.70
1783385096.3,3504.2,left,5,44.30
1783385096.3,3504.2,left,6,46.65
1783385096.3,3504.2,left,7,42.88
1783385096.3,3504.2,right,imu,30.92
1783385096.3,3504.2,right,0,37.96
1783385096.3,3504.2,right,1,40.31
1783385096.3,3504.2,right,2,43.53
1783385096.3,3504.2,right,3,44.26
1783385096.3,3504.2,right,4,42.80
1783385096.3,3504.2,right,5,42.88
1783385096.3,3504.2,right,6,44.74
1783385096.3,3504.2,right,7,41.68
1783385297.6,3705.6,left,imu,31.97
1783385297.6,3705.6,left,0,36.58
1783385297.6,3705.6,left,1,40.45
1783385297.6,3705.6,left,2,42.73
1783385297.6,3705.6,left,3,44.51
1783385297.6,3705.6,left,4,44.46
1783385297.6,3705.6,left,5,44.15
1783385297.6,3705.6,left,6,46.57
1783385297.6,3705.6,left,7,42.95
1783385297.6,3705.6,right,imu,31.06
1783385297.6,3705.6,right,0,38.18
1783385297.6,3705.6,right,1,40.85
1783385297.6,3705.6,right,2,43.30
1783385297.6,3705.6,right,3,44.18
1783385297.6,3705.6,right,4,42.95
1783385297.6,3705.6,right,5,42.73
1783385297.6,3705.6,right,6,44.59
1783385297.6,3705.6,right,7,41.38
